UID,Name,Position,Age,Height,Min WD,Wage,Personality,Expires,Mins,Club,Division,season,possession,Pas %,Hdr %,Tck R,Poss Lost/90,Poss Won/90,Pr passes/90,Tck R,Pas %,Drb/90,xpG_diff,Drb/90,xA/90,Shot/90,Shot %
2000103932,Josh Castiglione,AM (R),27,"5'6""",0,425,,30/6/2025,2860,Chelmsford,Vanarama National League South,1,56,85.0,19.0,66.0,16.7,6.07,2.74,66.0,85.0,3.55,0.010000000000000009,3.55,0.24,1.01,28%
2000306375,Kian Ryley,AM (L),19,"6'0""",0,350,,30/6/2025,2040,Banbury,Vanarama National League North,1,44,84.0,19.0,89.0,9.73,5.82,2.21,89.0,84.0,1.73,0.0,1.73,0.13,1.28,48%
29162659,Mitchell Curry,ST (C),24,"5'10""",0,625,,30/6/2025,3727,Darlington,Vanarama National League North,1,49,89.0,18.0,77.0,7.88,5.05,0.82,77.0,89.0,1.23,0.0,1.23,0.1,1.52,48%
2000106512,Bogdan Marian,"AM (R), ST (C)",19,"5'11""",0,300,,30/6/2024,3895,Dover,Vanarama National League South,1,49,85.0,18.0,71.0,18.39,1.92,0.65,71.0,85.0,0.79,0.0,0.79,0.16,1.89,48%
29146562,Ogo Obi,ST (C),26,"5'10""",0,825,,30/6/2024,1441,Maidstone,Vanarama National League South,1,50,86.0,18.0,72.0,22.05,1.44,0.94,72.0,86.0,1.31,0.0,1.31,0.14,2.19,60%
2000139853,Freddie Hockey,"AM (R), ST (C)",18,"5'9""",0,325,,30/6/2026,2880,Chelmsford,Vanarama National League South,1,56,86.0,18.0,79.0,16.73,2.25,2.09,79.0,86.0,2.76,0.0,2.76,0.11,1.09,40%
90063181,Ben Stephens,"AM (C), ST (C)",26,"5'8""",0,575,,30/6/2024,1943,King's Lynn,Vanarama National League North,1,50,88.0,18.0,81.0,8.48,5.1,1.39,81.0,88.0,1.02,0.020000000000000004,1.02,0.1,0.60,23%
29218026,Harry Green,AM (L),22,"5'10""",0,600,,30/6/2025,4042,Scarborough Athletic,Vanarama National League North,1,50,87.0,18.0,73.0,13.54,8.77,2.0,73.0,87.0,3.83,0.0,3.83,0.31,1.87,48%
28061259,Scott Wilson,ST (C),31,"5'10""",0,575,,30/6/2026,4132,Bath City,Vanarama National League South,1,50,87.0,18.0,85.0,17.27,2.9,1.26,85.0,87.0,1.74,0.0,1.74,0.1,1.72,43%
29156567,Josh McCammon,AM (C),24,"6'0""",0,400,,30/6/2024,4434,Peterborough Sports,Vanarama National League North,1,47,85.0,17.0,79.0,7.35,5.58,2.15,79.0,85.0,1.4,0.0,1.4,0.16,1.85,41%
90094244,Lewis Salmon,"AM (R), ST (C)",22,"5'9""",0,300,,30/6/2025,4002,Alfreton,Vanarama National League North,1,51,85.0,17.0,84.0,11.82,6.61,2.7,84.0,85.0,3.04,0.0,3.04,0.17,1.33,41%
29194059,George Alexander,ST (C),23,"5'11""",0,750,,31/5/2025,3402,Chelmsford,Vanarama National League South,1,56,85.0,17.0,68.0,19.88,2.3,0.63,68.0,85.0,1.01,0.0,1.01,0.08,2.25,42%
2000146813,Theo Alexandrou,AM (RL),19,"5'8""",0,350,,30/6/2024,3213,Rushall,Vanarama National League North,1,50,87.0,17.0,81.0,11.26,6.13,2.44,81.0,87.0,3.36,0.0,3.36,0.13,1.51,31%
28070578,Alex Bray,AM (R),28,"5'10""",0,350,,30/6/2024,2929,Chippenham,Vanarama National League South,1,51,88.0,17.0,84.0,19.76,3.01,2.73,84.0,88.0,3.53,0.0,3.53,0.11,1.23,43%
30031156,Danny Lloyd,AM (RL),32,"5'7""",0,575,,30/6/2025,4038,Southport,Vanarama National League North,1,50,86.0,17.0,88.0,11.1,7.49,1.74,88.0,86.0,2.59,0.039999999999999994,2.59,0.22,1.32,47%
2000166560,Luther Munakandafa,"AM (RL), ST (C)",20,"5'9""",0,425,,30/6/2025,3915,Dartford,Vanarama National League South,1,51,88.0,17.0,73.0,19.33,2.46,1.06,73.0,88.0,2.19,0.0,2.19,0.08,2.00,37%
2000216758,Jamal Ibrahim,ST (C),22,"5'10""",0,0,,-,2476,Weston-super-Mare,Vanarama National League South,1,50,89.0,17.0,79.0,19.88,1.74,0.87,79.0,89.0,1.16,0.0,1.16,0.07,1.49,44%
29224247,Corey McKeown,AM (RL),22,"5'10""",0,725,,30/6/2025,3989,Spennymoor,Vanarama National League North,1,46,86.0,16.0,82.0,13.67,7.42,2.12,82.0,86.0,3.59,0.0,3.59,0.26,1.44,44%
2000110089,Pharrell Brown,M/AM (R),19,"5'11""",0,200,,30/6/2025,3519,Rushall,Vanarama National League North,1,50,86.0,16.0,83.0,12.51,6.42,1.92,83.0,86.0,2.84,0.0,2.84,0.13,0.95,51%
2000140661,Hakeem Sandah,AM (RLC),19,"5'7""",0,475,,30/6/2025,3666,Boston Utd,Vanarama National League North,1,58,84.0,16.0,72.0,8.74,5.03,2.82,72.0,84.0,3.73,0.0,3.73,0.18,1.77,43%
29236669,Cameron Wilson,AM (R),21,"5'11""",0,875,,30/6/2025,2591,Scunthorpe,Vanarama National League North,1,64,88.0,15.0,81.0,19.35,7.02,2.92,81.0,88.0,12.39,0.07,12.39,0.2,1.70,35%
29174102,Alfie Beestin,M (C),26,"5'10""",0,"1,400",,30/6/2024,1067,Scunthorpe,Vanarama National League North,1,64,90.0,15.0,91.0,12.76,6.41,2.61,91.0,90.0,3.17,0.0,3.17,0.15,1.60,42%
28127532,Sonny Lo-Everton,M/AM (C),21,"5'7""",0,650,,30/6/2025,2534,Yeovil,Vanarama National League South,1,50,86.0,15.0,85.0,15.09,11.01,3.02,85.0,86.0,1.35,0.0,1.35,0.33,1.49,55%
2000147443,Gabriel Overton,ST (C),19,"5'10""",0,475,,30/6/2025,2752,Peterborough Sports,Vanarama National League North,1,47,87.0,15.0,74.0,7.92,5.62,1.28,74.0,87.0,2.12,0.0,2.12,0.17,2.49,55%
29068440,Michael Clunan,M (C),30,"5'10""",0,875,,30/6/2024,1167,Scunthorpe,Vanarama National League North,1,64,87.0,14.0,83.0,10.07,6.94,2.62,83.0,87.0,0.83,0.0,0.83,0.11,1.31,47%
61071573,Justin Johnson,M/AM (RL),27,"5'7""",0,700,,30/6/2026,3966,Chorley,Vanarama National League North,1,59,88.0,13.0,77.0,15.61,6.56,2.45,77.0,88.0,7.52,0.0,7.52,0.23,1.45,45%
28109889,Aidan Barlow,AM (C),24,"5'9""",0,"1,100",,30/6/2026,1748,Eastleigh,Vanarama National League,1,54,85.0,13.0,77.0,22.45,7.67,1.65,77.0,85.0,1.73,0.06,1.73,0.14,1.29,44%
90057559,Alex Newby,AM (RLC),28,"5'8""",0,"1,700",,30/6/2025,1323,Altrincham,Vanarama National League,1,50,85.0,12.0,90.0,15.24,4.9,2.86,90.0,85.0,3.06,0.06,3.06,0.2,0.88,54%
28101029,Decarrey Sheriff,ST (C),26,"5'10""",0,575,,30/6/2024,1606,Eastbourne Borough,Vanarama National League South,1,57,86.0,12.0,71.0,23.92,1.85,0.9,71.0,86.0,1.85,0.0,1.85,0.08,2.13,39%
29160424,Luke Burgess,AM (RLC),25,"5'9""",0,0,,-,3478,Southport,Vanarama National League North,1,50,84.0,12.0,79.0,9.81,5.69,2.04,79.0,84.0,1.97,0.0,1.97,0.1,0.93,33%
90091794,Paul Blackett,ST (C),26,"5'7""",0,"1,200",,30/6/2025,3194,South Shields,Vanarama National League North,1,50,90.0,11.0,80.0,6.06,3.21,0.65,80.0,90.0,1.04,0.0,1.04,0.03,2.48,45%
29107386,Diego De Girolamo,ST (C),28,"5'10""",0,"1,200",,30/6/2024,4584,Buxton,Vanarama National League North,1,48,87.0,11.0,74.0,6.29,3.97,0.67,74.0,87.0,1.22,0.0,1.22,0.19,2.18,50%
2000101649,Aman Panesar,M/AM (C),19,"5'7""",0,400,,30/6/2025,1830,King's Lynn,Vanarama National League North,1,50,89.0,10.0,72.0,6.3,5.36,0.98,72.0,89.0,0.74,0.020000000000000004,0.74,0.05,0.69,50%
2000022092,Marcel Campbell,M/AM (C),20,"5'9""",0,525,,30/6/2025,2283,Bishop's Stortford,Vanarama National League North,1,50,87.0,10.0,70.0,9.19,5.76,2.09,70.0,87.0,1.5,0.0,1.5,0.15,1.06,41%
28122210,Dempsey Arlott-John,"AM (RL), ST (C)",22,"5'9""",0,180,,30/6/2024,1108,Tamworth,Vanarama National League North,1,51,88.0,9.0,85.0,11.94,6.74,3.09,85.0,88.0,4.22,0.0,4.22,0.25,1.62,30%
28091360,Cal Roberts,M/AM (R),27,"5'8""",0,"1,400",,30/6/2025,2174,Scunthorpe,Vanarama National League North,1,64,86.0,8.0,78.0,20.82,6.13,3.15,78.0,86.0,9.32,0.0,9.32,0.15,2.24,44%
29188482,Kevin Berkoe,D/WB/M (L),23,"5'11""",0,325,,30/11/2027,"1,168",Longford,Irish First Division,2,50,86.0,63.0,85.0,13.18,14.26,5.78,85.0,86.0,1.16,0.04,1.16,0.1,0.23,0%
29072743,Zak Mills,D/WB (R),32,"6'0""",0,500,,30/6/2027,"2,009",South Shields,Vanarama National League,2,50,86.0,71.0,83.0,13.53,11.33,4.66,83.0,86.0,0.81,0.049999999999999996,0.81,0.1,0.58,8%
29219118,Isaac Whitehall,"DM, M (C)",23,"6'0""",0,425,,30/6/2027,952,Scarborough Athletic,Vanarama National League,2,50,91.0,38.0,65.0,7.47,11.44,3.59,65.0,91.0,0.76,0.08,0.76,0.11,0.85,0%
2000144672,Pharrell Williams,ST (C),20,"5'9""",0,"1,800",,30/6/2027,"2,813",Crawley,Sky Bet League Two,2,50,86.0,18.0,83.0,22.49,1.50,0.51,83.0,86.0,0.93,0.0,0.93,0.06,2.14,42%
2000111360,Kian Le Fondre,AM (L),20,"5'7""",0,250,,30/11/2026,"1,081",Longford,Irish First Division,2,50,86.0,20.0,71.0,12.16,5.66,2.33,71.0,86.0,2.33,0.0,2.33,0.15,0.67,25%
2000131016,Ellis Stanton,M (C),20,"5'9""",0,475,,30/6/2026,"1,429",Spennymoor,Vanarama National League North,2,44,87.0,48.0,84.0,7.37,7.24,3.72,84.0,87.0,0.77,0.0,0.77,0.15,1.89,27%
29217667,Will McGowan,"DM, M/AM (C)",22,"5'7""",0,500,Spirited,30/6/2026,"3,918",Blyth,Vanarama National League North,2,69,90.0,28.0,83.0,16.89,6.96,7.28,83.0,90.0,8.48,0.0,8.48,0.18,1.15,32%
2000027046,Mathew Mallon,D (R),21,"6'3""",0,625,,30/6/2026,"3,910",Chester,Vanarama National League North,2,50,79.0,87.0,86.0,15.84,18.55,4.1,86.0,79.0,1.47,0.03,1.47,0.18,1.50,28%
28126250,Kwaku Oduroh,WB (R),22,"6'0""",0,700,,30/6/2026,"1,067",Sutton,Sky Bet League Two,2,50,87.0,63.0,90.0,17.21,9.78,4.13,90.0,87.0,1.35,0.02,1.35,0.06,0.25,33%
29163844,Nathan Tshikuna,M/AM (C),26,"5'10""",0,575,Balanced,30/6/2026,"2,390",Barnet,Vanarama National League,2,50,86.0,28.0,79.0,20.64,8.17,1.88,79.0,86.0,1.77,0.0,1.77,0.2,1.81,48%
29188048,George Cantrill,"DM, M (C)",25,"5'10""",0,300,Balanced,30/6/2026,"4,030",Alfreton,Vanarama National League North,2,50,90.0,33.0,75.0,8.31,9.60,3.84,75.0,90.0,1.14,0.04,1.14,0.12,1.14,35%
2002081385,Graeme Dall,M/AM (R),18,"5'10""",0,400,Fickle,30/6/2026,"3,179",Farsley,Vanarama National League North,2,47,82.0,34.0,80.0,12.5,8.24,3.17,80.0,82.0,1.71,0.0,1.71,0.11,1.78,35%
2000202092,Charlie Goldsmith,"M (C), AM (RC)",19,"6'0""",0,275,Fairly Determined,30/6/2026,"2,146",Spennymoor,Vanarama National League North,2,44,81.0,53.0,74.0,9.4,5.62,2.01,74.0,81.0,0.83,0.0,0.83,0.07,1.30,42%
2000117449,Harry Scarborough,"AM (R), ST (C)",22,"6'3""",0,325,Balanced,30/6/2026,"1,165",Boston Utd,Vanarama National League North,2,50,85.0,67.0,75.0,10.12,4.94,1.16,75.0,85.0,1.78,0.0,1.78,0.11,3.40,52%
74048740,Iwan Murray,M/AM (C),24,"5'5""",0,500,Balanced,30/6/2026,"4,229",Chester,Vanarama National League North,2,50,81.0,23.0,74.0,11.22,5.34,2.19,74.0,81.0,1.32,0.0,1.32,0.17,1.60,41%
29127859,Frank Mulhern,"AM (RL), ST (C)",28,"5'11""",0,425,Balanced,30/6/2025,"2,468",Scarborough Athletic,Vanarama National League,2,50,84.0,41.0,77.0,19.84,3.06,1.97,77.0,84.0,1.86,0.04000000000000001,1.86,0.07,2.19,30%
29219537,Brad Nicholson,"D (LC), WB (L)",26,"6'2""",0,325,Balanced,30/6/2025,"3,576",Boston Utd,Vanarama National League North,2,50,84.0,62.0,78.0,13.69,10.17,4.58,78.0,84.0,1.43,0.0,1.43,0.27,1.13,36%
2000026491,Aaron Korpal,AM (RL),20,"5'9""",0,525,,30/6/2025,"4,240",Buxton,Vanarama National League North,2,51,85.0,37.0,74.0,10.7,7.64,2.19,74.0,85.0,2.55,0.0,2.55,0.22,2.55,41%
29233082,Eno Nto,"AM (RL), ST (C)",22,"5'11""",0,500,,30/6/2025,"1,707",Buxton,Vanarama National League North,2,51,80.0,52.0,94.0,14.09,8.01,1.37,94.0,80.0,2.86,0.0,2.86,0.25,3.22,46%
90091913,Isaac Sinclair,"DM, M/AM (RLC)",23,"5'10""",0,240,Fairly Ambitious,30/6/2025,"3,658",Curzon Ashton,Vanarama National League North,2,44,86.0,33.0,79.0,9.34,7.70,2.71,79.0,86.0,1.42,0.03,1.42,0.22,1.18,25%
2000183394,Liam Jones,"D (L), AM (LC), ST (C)",19,"5'9""",0,275,Balanced,30/6/2025,"2,778",Peterborough Sports,Vanarama National League North,2,52,86.0,13.0,80.0,7.59,4.96,2.17,80.0,86.0,2.01,0.0,2.01,0.15,2.01,47%
29156806,Liam Waldock,"DM, M/AM (C)",24,"5'10""",0,325,Balanced,30/6/2025,"1,733",Alfreton,Vanarama National League North,2,50,87.0,12.0,59.0,11.22,5.40,1.66,59.0,87.0,1.56,0.0,1.56,0.12,2.29,43%
29219102,Ken Charles,"AM (RL), ST (C)",24,"6'0""",0,375,Balanced,30/6/2025,"4,252",Banbury,Vanarama National League North,2,50,84.0,38.0,84.0,10.31,4.51,1.04,84.0,84.0,1.5,0.06999999999999995,1.5,0.14,2.77,41%
2000141362,Terrell Works,"AM (RLC), ST (C)",20,"6'1""",0,250,Resolute,30/6/2025,"3,070",Oxford City,Vanarama National League North,2,46,87.0,19.0,74.0,6.76,5.10,2.2,74.0,87.0,0.88,0.0,0.88,0.1,1.41,52%
29233758,Billy Fewster,M/AM (RLC),21,"5'10""",0,475,Balanced,30/6/2025,"3,266",Alfreton,Vanarama National League North,2,50,84.0,48.0,85.0,13.81,7.33,2.67,85.0,84.0,3.47,0.0,3.47,0.19,2.18,39%
2000081565,Jack Tolley,WB/AM (RL),21,"5'11""",0,300,Balanced,30/6/2025,"4,021",Gloucester,Vanarama National League North,2,50,86.0,31.0,82.0,12.2,6.49,2.15,82.0,86.0,3.25,0.0,3.25,0.19,1.19,40%
29176532,Keaton Ward,M/AM (C),24,"6'0""",0,400,Balanced,30/6/2025,"4,329",Boston Utd,Vanarama National League North,2,50,85.0,23.0,75.0,9.0,4.70,2.37,75.0,85.0,0.89,0.0,0.89,0.22,1.29,44%
29162659,Mitchell Curry,"AM (RL), ST (C)",25,"5'10""",0,625,Balanced,30/6/2025,"3,833",Darlington,Vanarama National League North,2,48,87.0,22.0,71.0,8.02,5.71,1.46,71.0,87.0,1.36,0.0,1.36,0.18,2.25,49%
28100474,Jack Evans,"DM, M (C)",27,"6'1""",0,0,Fairly Professional,-,"1,723",Farsley,Vanarama National League North,2,47,86.0,52.0,78.0,9.07,9.19,4.81,78.0,86.0,0.96,0.0,0.96,0.13,1.62,39%
29160424,Luke Burgess,"M (L), AM (RLC)",26,"5'9""",0,0,Balanced,-,"4,051",Southport,Vanarama National League North,2,46,83.0,20.0,80.0,10.37,7.13,2.44,80.0,83.0,1.96,0.0,1.96,0.27,1.69,49%
28122210,Dempsey Arlott-John,"AM (RL), ST (C)",23,"5'9""",0,0,Balanced,-,"4,140",Tamworth,Vanarama National League North,2,53,85.0,16.0,80.0,14.8,6.91,2.96,80.0,85.0,4.9,0.0,4.9,0.21,1.28,44%
28128171,Frankie Maguire,"DM, M (C)",21,"5'9""",0,0,,-,"1,519",Bromley,Vanarama National League,2,50,85.0,20.0,86.0,14.69,10.49,4.56,86.0,85.0,0.89,0.06,0.89,0.06,0.53,22%
